Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
32852085,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
32852319,000000A7,FALSE,Rx,0,8,7E,99,20,80,FD,1,58,3E
32852570,000000A8,FALSE,Rx,0,8,E8,59,9E,68,83,64,20,0F
32855058,0000011D,FALSE,Rx,0,8,FB,0E,0,C8,0,0,0,0
32855291,86,FALSE,Rx,0,8,29,0B,1,0,0,0,0,0
32855542,0000009F,FALSE,Rx,0,8,89,3B,0,0,0,9,80,40
32857494,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32859321,000003EC,FALSE,Rx,0,8,E1,0,0,0,0,0,1,0
32860064,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32860315,40,FALSE,Rx,0,8,BB,3,0,44,C1,0,0,0
32860548,101,FALSE,Rx,0,8,CC,0D,7E,0F,82,0A,40,0
32860799,106,FALSE,Rx,0,8,7D,8D,F9,4,0,0,FC,30
32861050,0000011E,FALSE,Rx,0,8,5E,0D,0,0,0,0,0,0
32861301,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32861551,0000031B,FALSE,Rx,0,8,B0,0E,0,0,0,0,0,0
32861767,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
32862018,000000A7,FALSE,Rx,0,8,D5,9A,20,80,FC,1,58,3E
32862269,000000A8,FALSE,Rx,0,8,F5,5A,9E,28,83,64,18,0F
32862740,120,FALSE,Rx,0,8,4B,0D,0,0,1,4,FF,1
32863008,121,FALSE,Rx,0,8,58,0D,0,80,39,59,7E,FE
32863495,117,FALSE,Rx,0,8,11,0D,0,40,68,0,0,FF
32863729,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
32865048,0000032A,FALSE,Rx,0,8,81,0,0,0,48,2,0,0
32865299,86,FALSE,Rx,0,8,3A,0C,1,0,0,0,0,0
32865532,0000009F,FALSE,Rx,0,8,9A,3C,0,0,0,9,80,40
32865969,108,FALSE,Rx,0,8,AF,10,34,D0,63,8C,0,0
32866220,396,FALSE,Rx,0,8,D5,8,0,12,0,0,0,0
32869189,0000030B,FALSE,Rx,0,8,10,22,2,0,0C,0,0,24
32869440,365,FALSE,Rx,0,8,C0,6,12,0,89,2,A8,7A
32870131,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32870382,000000FD,FALSE,Rx,0,8,19,DD,1F,80,0,0,0,0
32870632,104,FALSE,Rx,0,8,85,3D,A6,0,E6,0,0,31
32870867,116,FALSE,Rx,0,8,14,0D,1,4,0,40,0,FF
32871118,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32871826,000000A7,FALSE,Rx,0,8,A2,9B,60,80,FC,1,58,3E
32872059,000000A8,FALSE,Rx,0,8,48,5B,9E,28,83,64,10,0F
32875005,0000011D,FALSE,Rx,0,8,9F,0F,0,C8,0,0,0,0
32875239,86,FALSE,Rx,0,8,5E,0D,1,0,0,0,0,0
32875490,0000009F,FALSE,Rx,0,8,FE,3D,0,0,0,9,80,40
32876182,1B000010,TRUE,Rx,0,8,10,0,44,5,89,0,0,0
32877455,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32880045,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32880279,101,FALSE,Rx,0,8,60,0E,7E,0F,82,0A,40,0
32880530,106,FALSE,Rx,0,8,E2,8E,FA,4,0,0,FC,30
32880781,0000011E,FALSE,Rx,0,8,F2,0E,0,0,0,0,0,0
32881031,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32881689,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
32881957,000000A7,FALSE,Rx,0,8,BC,9C,A0,80,FC,5,58,3E
32882191,000000A8,FALSE,Rx,0,8,B6,5C,9E,28,83,64,0,0F
32882560,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
32882810,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
32883162,120,FALSE,Rx,0,8,20,0E,0,0,1,4,FF,1
32883413,121,FALSE,Rx,0,8,CB,0E,0,80,39,59,7E,FE
32883681,117,FALSE,Rx,0,8,BD,0E,0,40,68,0,0,FF
32884423,391,FALSE,Rx,0,8,10,72,22,3A,0,25,0,62
32884758,000003BE,FALSE,Rx,0,8,C7,18,E6,51,88,80,0,80
32885043,0000009F,FALSE,Rx,0,8,52,3E,0,0,0,9,80,40
32885294,86,FALSE,Rx,0,8,F2,0E,1,0,0,0,0,0
32889297,000000AD,FALSE,Rx,0,8,C6,E2,BF,FF,57,20,0,20
32890158,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32890408,000000FD,FALSE,Rx,0,8,E6,DE,1F,80,0,0,0,0
32890642,779,FALSE,Rx,0,8,21,F1,8F,5E,2B,F3,0,E9
32890876,104,FALSE,Rx,0,8,29,3E,A6,0,E6,0,0,31
32891110,108,FALSE,Rx,0,8,CB,11,34,D0,63,8C,0,0
32891343,116,FALSE,Rx,0,8,B8,0E,1,4,0,40,0,FF
32891627,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32891861,000000A7,FALSE,Rx,0,8,55,9D,60,80,FB,5,58,3E
32892095,392,FALSE,Rx,0,8,F5,2F,FE,FE,FE,0,0,4
32892329,000000A8,FALSE,Rx,0,8,DD,5D,9E,E8,82,64,FC,0E
32895054,0000011D,FALSE,Rx,0,8,DD,0,0,C8,0,0,0,0
32895305,86,FALSE,Rx,0,8,96,0F,1,0,0,0,0,0
32895539,0000009F,FALSE,Rx,0,8,36,3F,0,0,0,9,80,40
32895857,000003C0,FALSE,Rx,0,4,84,3,3,0,0,0,0,0
32897402,118,FALSE,Rx,0,4,0,0A,0,12,0,0,0,0
32897651,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32899752,380,FALSE,Rx,0,8,3B,1,40,0,10,0,0,FF
32900088,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32900339,101,FALSE,Rx,0,8,4,0F,7E,0F,82,0A,40,0
32900590,106,FALSE,Rx,0,8,86,8F,FA,4,0,0,FC,30
32900840,0000011E,FALSE,Rx,0,8,96,0F,0,0,0,0,0,0
32901090,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32901341,000002B7,FALSE,Rx,0,8,5D,3,0,0,0,0,0,FE
32901575,000001AB,FALSE,Rx,0,8,8F,3,0,2,0,0,5,0
32901809,779,FALSE,Rx,0,8,22,2B,E6,5,50,2B,E7,0C
32902043,000000A7,FALSE,Rx,0,8,F5,9E,A0,80,FB,5,58,3E
32902208,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
32902441,000000A8,FALSE,Rx,0,8,57,5E,9E,E8,82,64,F8,0E
32902692,120,FALSE,Rx,0,8,F5,0F,0,0,1,4,FF,1
32902943,121,FALSE,Rx,0,8,7D,0F,0,80,39,59,7E,FE
32903498,117,FALSE,Rx,0,8,D9,0F,0,40,68,0,0,FF
32904681,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,2F
32904949,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,2F
32905183,86,FALSE,Rx,0,8,D4,0,1,0,0,0,0,0
32905434,0000009F,FALSE,Rx,0,8,74,30,0,0,0,9,80,40
32905684,0000048E,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32905934,497,FALSE,Rx,0,8,0,0,0,0,46,44,0,20
32909158,000006B4,FALSE,Rx,0,8,1,42,31,47,46,46,33,48
32910155,40,FALSE,Rx,0,8,A8,4,0,44,C1,0,0,0
32910406,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32910639,779,FALSE,Rx,0,8,23,2B,E9,11,0,AA,AA,AA
32910873,000000FD,FALSE,Rx,0,8,71,DF,1F,80,0,0,0,0
32911124,104,FALSE,Rx,0,8,4D,3F,A6,0,E6,0,0,31
32911375,41,FALSE,Rx,0,8,7B,1,0,0,0,0,0,0
32911609,116,FALSE,Rx,0,8,DC,0F,1,4,0,40,0,FF
32911842,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
32912075,000000A7,FALSE,Rx,0,8,9A,9F,A0,80,FB,9,58,3E
32912326,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32912560,000000A8,FALSE,Rx,0,8,90,5F,9E,E8,82,64,F4,0E
32912794,0000018C,FALSE,Rx,0,8,0,20,59,0,0,0,0,0
32913044,000001A2,FALSE,Rx,0,8,E4,7,10,0,E1,6,60,0E
32913295,0000031B,FALSE,Rx,0,8,74,0F,0,0,0,0,0,0
32913580,1B000013,TRUE,Rx,0,8,13,0,4,1,1,0,0,0
32913814,520,FALSE,Rx,0,8,90,7,0,8,0,0A,0,0A
32915048,0000032A,FALSE,Rx,0,8,E5,1,0,0,48,2,0,0
32915298,86,FALSE,Rx,0,8,B0,1,1,0,0,0,0,0
32915531,0000009F,FALSE,Rx,0,8,10,31,0,0,0,9,80,40
32915782,0000011D,FALSE,Rx,0,8,B9,1,0,C8,0,0,0,0
32916016,108,FALSE,Rx,0,8,67,12,34,D0,63,8C,0,0
32917477,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32918388,395,FALSE,Rx,0,8,14,2,40,0,96,67,7A,1C
32919164,0000030B,FALSE,Rx,0,8,10,23,2,0,0C,0,0,24
32919415,365,FALSE,Rx,0,8,C0,6,12,0,8A,2,A8,7A
32920124,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32920374,101,FALSE,Rx,0,8,46,0,7E,0F,82,0A,40,0
32920625,106,FALSE,Rx,0,8,30,80,FB,4,0,0,FC,30
32920875,0000011E,FALSE,Rx,0,8,D4,0,0,0,0,0,0,0
32921126,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32921699,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
32921933,000000A7,FALSE,Rx,0,8,53,90,A0,80,FB,9,58,3E
32922183,000000A8,FALSE,Rx,0,8,68,50,9E,E8,82,64,EC,0E
32922891,120,FALSE,Rx,0,8,3F,0,0,0,1,4,FF,1
32923142,121,FALSE,Rx,0,8,B3,0,0,80,39,59,7E,FE
32923681,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
32923915,117,FALSE,Rx,0,8,9B,0,0,40,68,0,0,FF
32925047,0000009F,FALSE,Rx,0,8,BC,32,0,0,0,9,80,40
32925297,86,FALSE,Rx,0,8,1C,2,1,0,0,0,0,0
32930080,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32930331,000000FD,FALSE,Rx,0,8,0B,D0,1F,80,0,0,0,0
32930582,104,FALSE,Rx,0,8,0F,30,A6,0,E6,0,0,31
32930832,116,FALSE,Rx,0,8,9E,0,1,4,0,40,0,FF
32931082,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32931859,000000A7,FALSE,Rx,0,8,DB,91,A0,80,FB,9,58,3E
32932093,000000A8,FALSE,Rx,0,8,5A,51,9E,E8,82,64,E0,0E
32933344,3.00E+05,FALSE,Rx,0,8,57,1C,0,0,0,0,0,0
32933747,000006AE,FALSE,Rx,0,4,0,0,0,0,0,0,0,0
32934674,000003C8,FALSE,Rx,0,8,0,0,54,24,2,50,81,51
32935044,0000011D,FALSE,Rx,0,8,15,2,0,C8,0,0,0,0
32935295,86,FALSE,Rx,0,8,78,3,1,0,0,0,0,0
32935529,0000009F,FALSE,Rx,0,8,D8,33,0,0,0,9,80,40
32937446,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32939324,000000AD,FALSE,Rx,0,8,91,E7,BF,FF,57,20,0,20
32940049,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32940300,101,FALSE,Rx,0,8,26,1,7E,0F,82,7,40,0
32940551,106,FALSE,Rx,0,8,C6,81,FC,4,0,0,FC,30
32940802,0000011E,FALSE,Rx,0,8,B0,1,0,0,0,0,0,0
32941035,108,FALSE,Rx,0,8,3,13,34,D0,63,8C,0,0
32941286,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32941672,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
32941906,000000A7,FALSE,Rx,0,8,B6,92,E0,80,FB,9,58,3E
32942140,000000A8,FALSE,Rx,0,8,C9,52,9E,E8,82,64,D8,0E
32942492,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
32943082,120,FALSE,Rx,0,8,CA,1,0,0,1,4,FF,1
32943570,121,FALSE,Rx,0,8,DF,1,0,80,39,59,7E,FE
32943855,117,FALSE,Rx,0,8,FF,1,0,40,68,0,0,FF
32945037,0000009F,FALSE,Rx,0,8,CB,34,0,0,0,9,80,40
32945287,86,FALSE,Rx,0,8,6B,4,1,0,0,0,0,0
32949311,000003DB,FALSE,Rx,0,8,50,80,0,0,5,10,1,78
32950121,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32950355,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0,E9
32950588,000000FD,FALSE,Rx,0,8,1,D1,1F,80,0,0,0,0
32950839,104,FALSE,Rx,0,8,6B,31,A6,0,E6,0,0,31
32951073,116,FALSE,Rx,0,8,FA,1,1,4,0,40,0,FF
32951324,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32951507,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
32951739,000002B7,FALSE,Rx,0,8,ED,4,0,0,0,0,0,FE
32952006,000000A7,FALSE,Rx,0,8,37,93,E0,80,FB,9,58,3E
32952240,000000A8,FALSE,Rx,0,8,14,53,9E,28,83,64,CC,0E
32955051,0000011D,FALSE,Rx,0,8,71,3,0,C8,0,0,0,0
32955285,86,FALSE,Rx,0,8,0F,5,1,0,0,0,0,0
32955518,0000009F,FALSE,Rx,0,8,AF,35,0,0,0,9,80,40
32957436,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32960043,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32960277,40,FALSE,Rx,0,8,CC,5,0,44,C1,0,0,0
32960528,101,FALSE,Rx,0,8,7E,2,7E,0F,82,9,40,0
32960779,106,FALSE,Rx,0,8,6A,82,FC,4,0,0,FC,30
32961029,0000011E,FALSE,Rx,0,8,1C,2,0,0,0,0,0,0
32961280,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32961531,0000031B,FALSE,Rx,0,8,79,0,0,0,0,0,0,0
32961765,779,FALSE,Rx,0,8,22,2B,E6,5,83,2B,E7,0C
32961998,000000A7,FALSE,Rx,0,8,2A,94,E0,80,FA,0D,58,3E
32962248,000000A8,FALSE,Rx,0,8,F0,54,9E,28,83,64,C0,0E
32962855,120,FALSE,Rx,0,8,32,2,0,0,1,4,FF,1
32963123,121,FALSE,Rx,0,8,50,2,0,80,39,59,7E,FE
32963628,117,FALSE,Rx,0,8,53,2,0,40,68,0,0,FF
32965048,0000032A,FALSE,Rx,0,8,49,2,0,0,48,2,0,0
32965282,86,FALSE,Rx,0,8,A3,6,1,0,0,0,0,0
32965532,0000009F,FALSE,Rx,0,8,3,36,0,0,0,9,80,40
32965987,108,FALSE,Rx,0,8,10,14,34,D0,63,8C,0,0
32966221,396,FALSE,Rx,0,8,B1,9,0,12,0,0,0,0
32969173,0000030B,FALSE,Rx,0,8,10,24,2,0,0C,0,0,24
32969423,365,FALSE,Rx,0,8,C0,6,12,0,89,2,A8,7A
32970131,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32970349,779,FALSE,Rx,0,8,23,2B,E9,11,0,AA,AA,AA
32970599,000000FD,FALSE,Rx,0,8,CE,D2,1F,80,0,0,0,0
32970833,104,FALSE,Rx,0,8,C7,32,A6,0,E6,0,0,31
32971083,116,FALSE,Rx,0,8,56,2,1,4,0,40,0,FF
32971334,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32971873,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
32972107,000000A7,FALSE,Rx,0,8,51,95,E0,80,FA,0D,58,3E
32972340,000000A8,FALSE,Rx,0,8,14,55,9E,28,83,64,B8,0E
32975049,0000011D,FALSE,Rx,0,8,62,4,0,C8,0,0,0,0
32975283,86,FALSE,Rx,0,8,C7,7,1,0,0,0,0,0
32975534,0000009F,FALSE,Rx,0,8,67,37,0,0,0,9,80,40
32977453,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32979788,380,FALSE,Rx,0,8,97,2,40,0,10,0,0,FF
32980031,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32980282,101,FALSE,Rx,0,8,60,3,7E,0F,82,0E,40,0
32980533,106,FALSE,Rx,0,8,FA,83,FD,4,0,0,FC,30
32980784,0000011E,FALSE,Rx,0,8,78,3,0,0,0,0,0,0
32981035,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32981675,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
32981909,000000A7,FALSE,Rx,0,8,BD,96,20,81,FA,0D,58,3E
32982160,000000A8,FALSE,Rx,0,8,54,56,9E,28,83,64,B0,0E
32982784,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
32983220,120,FALSE,Rx,0,8,E0,3,0,0,1,4,FF,1
32983487,121,FALSE,Rx,0,8,A2,3,0,80,39,59,7E,FE
32983721,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
32983955,117,FALSE,Rx,0,8,37,3,0,40,68,0,0,FF
32984410,391,FALSE,Rx,0,8,10,72,22,3A,0,25,0,62
32984660,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,3F
32984910,000003BE,FALSE,Rx,0,8,E4,19,E6,51,88,80,0,80
32985144,86,FALSE,Rx,0,8,85,8,1,0,0,0,0,0
32985395,0000009F,FALSE,Rx,0,8,25,38,0,0,0,9,80,40
32985646,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,3F
32989310,000000AD,FALSE,Rx,0,8,8B,EC,BF,FF,57,20,0,20
32990137,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
32990387,000000FD,FALSE,Rx,0,8,BB,D3,1F,80,0,0,0,0
32990621,104,FALSE,Rx,0,8,A3,33,A6,0,E6,0,0,31
32990872,116,FALSE,Rx,0,8,32,3,1,4,0,40,0,FF
32991106,108,FALSE,Rx,0,8,74,15,34,D0,63,8C,0,0
32991356,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
32991607,392,FALSE,Rx,0,8,B7,20,FE,FE,FE,0,0,4
32991841,000000A7,FALSE,Rx,0,8,F3,97,20,81,FA,11,58,3E
32992092,000000A8,FALSE,Rx,0,8,A1,57,9E,28,83,64,A0,0E
32995054,0000011D,FALSE,Rx,0,8,6,5,0,C8,0,0,0,0
32995287,86,FALSE,Rx,0,8,E1,9,1,0,0,0,0,0
32995521,0000009F,FALSE,Rx,0,8,41,39,0,0,0,9,80,40
32996213,366,FALSE,Rx,0,8,0,0,0,20,80,3,0,0
32996396,000003C0,FALSE,Rx,0,4,FE,4,3,0,0,0,0,0
32997364,118,FALSE,Rx,0,4,0,0B,0,12,0,0,0,0
32997613,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
32998428,584,FALSE,Rx,0,6,68,0A,0,0,0,0,0,0
32999120,16A9540A,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
33000066,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33000299,000005F0,FALSE,Rx,0,8,56,0,44,0,0,57,0,0
33000549,101,FALSE,Rx,0,8,C6,4,7E,0F,82,0F,40,0
33000783,106,FALSE,Rx,0,8,E9,84,FD,4,0,0,FC,30
33001034,0000011E,FALSE,Rx,0,8,6B,4,0,0,0,0,0,0
33001285,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
33001535,000002B7,FALSE,Rx,0,8,15,5,0,0,0,0,0,FE
33001701,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
33001934,000000A7,FALSE,Rx,0,8,66,98,20,81,F9,11,58,3E
33002168,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
33002402,000000A8,FALSE,Rx,0,8,3C,58,7E,28,83,64,90,0E
33002788,120,FALSE,Rx,0,8,B6,4,0,0,1,4,FF,1
33003038,121,FALSE,Rx,0,8,1F,4,0,80,39,59,7E,FE
33003272,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
33003557,117,FALSE,Rx,0,8,24,4,0,40,68,0,0,FF
33004689,0000048E,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33004956,497,FALSE,Rx,0,8,0,0,0,0,46,44,0,20
33005190,86,FALSE,Rx,0,8,4D,0A,1,0,0,0,0,0
33005443,0000009F,FALSE,Rx,0,8,ED,3A,0,0,0,9,80,40
33010109,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33010360,40,FALSE,Rx,0,8,60,6,0,44,C1,0,0,0
33010610,000000FD,FALSE,Rx,0,8,2D,D4,1F,80,0,0,0,0
33010827,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0,E9
33011078,104,FALSE,Rx,0,8,B0,34,A6,0,E6,0,0,31
33011312,116,FALSE,Rx,0,8,21,4,1,4,0,40,0,FF
33011563,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
33011813,0000018C,FALSE,Rx,0,8,0,20,59,0,0,0,0,0
33012046,000000A7,FALSE,Rx,0,8,B6,99,20,81,F9,11,58,3E
33012297,0000031B,FALSE,Rx,0,8,AF,1,0,0,0,0,0,0
33012531,000000A8,FALSE,Rx,0,8,96,59,7E,28,83,64,84,0E
33015054,0000032A,FALSE,Rx,0,8,2D,3,0,0,48,2,0,0
33015287,86,FALSE,Rx,0,8,29,0B,1,0,0,0,0,0
33015537,0000009F,FALSE,Rx,0,8,89,3B,0,0,0,9,80,40
33015771,0000011D,FALSE,Rx,0,8,AA,6,0,C8,0,0,0,0
33016005,108,FALSE,Rx,0,8,D8,16,34,D0,63,8C,0,0
33016917,668,FALSE,Rx,0,8,82,6,0,48,0,7,76,1
33017428,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
33018373,395,FALSE,Rx,0,8,14,3,40,0,96,67,7A,1C
33019167,0000030B,FALSE,Rx,0,8,10,25,2,0,0C,0,0,24
33019418,365,FALSE,Rx,0,8,C0,6,12,0,8A,2,A8,7A
33020075,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33020326,101,FALSE,Rx,0,8,95,5,7E,0F,82,10,40,0
33020576,106,FALSE,Rx,0,8,8D,85,FD,4,0,0,FC,30
33020827,0000011E,FALSE,Rx,0,8,0F,5,0,0,0,0,0,0
33021078,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
33021651,779,FALSE,Rx,0,8,22,2B,E6,3,B9,2B,E7,0C
33022935,000000A7,FALSE,Rx,0,8,B0,9A,20,81,F9,11,58,3E
33023168,000000A8,FALSE,Rx,0,8,B2,5A,7E,28,83,64,78,0E
33023470,117,FALSE,Rx,0,8,40,5,0,40,68,0,0,FF
33024620,120,FALSE,Rx,0,8,B4,5,0,0,1,4,FF,1
33024871,121,FALSE,Rx,0,8,28,5,0,80,39,59,7E,FE
33025121,86,FALSE,Rx,0,8,3A,0C,1,0,0,0,0,0
33025354,0000009F,FALSE,Rx,0,8,9A,3C,0,0,0,9,80,40
33030052,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33030286,779,FALSE,Rx,0,8,23,2B,E9,12,0,AA,AA,AA
33030537,000000FD,FALSE,Rx,0,8,B7,D5,1F,80,0,0,0,0
33030771,104,FALSE,Rx,0,8,D4,35,A6,0,E6,0,0,31
33031021,116,FALSE,Rx,0,8,45,5,1,4,0,40,0,FF
33031272,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
33031845,000000A7,FALSE,Rx,0,8,4D,9B,60,81,F9,15,58,3E
33032079,000000A8,FALSE,Rx,0,8,82,5B,9E,68,83,64,70,0E
33032922,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
33033461,3.00E+05,FALSE,Rx,0,8,63,1D,0,0,0,0,0,0
33033763,1B000012,TRUE,Rx,0,8,12,0,4,1,11,0,0,0
33034421,000003C8,FALSE,Rx,0,8,0,0,54,24,2,50,81,51
33035061,0000011D,FALSE,Rx,0,8,CE,7,0,C8,0,0,0,0
33035312,86,FALSE,Rx,0,8,5E,0D,1,0,0,0,0,0
33035562,0000009F,FALSE,Rx,0,8,FE,3D,0,0,0,9,80,40
33037430,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
33039325,000000AD,FALSE,Rx,0,8,22,E1,BF,FF,57,20,0,20
33040051,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33040301,101,FALSE,Rx,0,8,FE,6,7E,0F,82,0C,40,0
33040551,106,FALSE,Rx,0,8,12,86,FE,4,0,0,FC,30
33040802,0000011E,FALSE,Rx,0,8,A3,6,0,0,0,0,0,0
33041036,108,FALSE,Rx,0,8,BC,17,34,D0,63,8C,0,0
33041287,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
33041656,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
33041889,000000A7,FALSE,Rx,0,8,D9,9C,A0,81,F9,15,58,3E
33042123,000000A8,FALSE,Rx,0,8,44,5C,9E,68,83,64,64,0E
33043086,120,FALSE,Rx,0,8,5B,6,0,0,1,4,FF,1
33043490,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
33043723,121,FALSE,Rx,0,8,2F,6,0,80,39,59,7E,FE
33043973,117,FALSE,Rx,0,8,EC,6,0,40,68,0,0,FF
33045055,0000009F,FALSE,Rx,0,8,52,3E,0,0,0,9,80,40
33045289,86,FALSE,Rx,0,8,F2,0E,1,0,0,0,0,0
33049329,000003DB,FALSE,Rx,0,8,50,80,0,0,5,10,1,78
33050122,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33050355,000000FD,FALSE,Rx,0,8,A5,D6,1F,80,0,0,0,0
33050606,104,FALSE,Rx,0,8,78,36,A6,0,E6,0,0,31
33050857,116,FALSE,Rx,0,8,E9,6,1,4,0,40,0,FF
33051091,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
33051342,000002B7,FALSE,Rx,0,8,C3,6,0,0,0,0,0,FE
33051507,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
33051825,000000A7,FALSE,Rx,0,8,98,9D,A0,81,F9,19,58,3E
33052076,000000A8,FALSE,Rx,0,8,6F,5D,9E,68,83,64,60,0E
33052364,585,FALSE,Rx,0,8,84,3C,0,7F,14,0,0,0
33055055,0000011D,FALSE,Rx,0,8,8C,8,0,C8,0,0,0,0
33055288,86,FALSE,Rx,0,8,96,0F,1,0,0,0,0,0
33055539,0000009F,FALSE,Rx,0,8,36,3F,0,0,0,9,80,40
33057410,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
33059389,000003EC,FALSE,Rx,0,8,E1,0,0,0,0,0,1,0
33059724,380,FALSE,Rx,0,8,F3,3,40,0,10,0,0,FF
33060026,17330A10,TRUE,Rx,0,8,80,8,32,83,78,3,F4,81
33060277,40,FALSE,Rx,0,8,4,7,0,44,C1,0,0,0
33060528,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
33060779,101,FALSE,Rx,0,8,9A,7,7E,0F,82,0C,40,0
33061012,106,FALSE,Rx,0,8,76,87,FE,4,0,0,FC,30
