Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1330834,17F0000F,true,Rx,1,8,00,0F,00,00,00,00,00,80,
1340452,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1350620,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
1360374,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
1370609,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
1380364,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
1390554,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
1400374,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
1410541,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
1420365,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
1430545,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
1440364,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
1450530,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
1460365,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
1470534,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1480366,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1490483,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
1500373,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1510473,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
1520117,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
1530476,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
1540103,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
1550461,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
1560090,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
1570466,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
1580099,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
1590414,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
1600079,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
1610401,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
1620045,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
1630407,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1640030,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1650392,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
1660022,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1670396,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
1680032,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
1690345,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
1700011,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
1710331,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
1719981,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
1730338,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
1739964,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
1750322,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
1759952,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
1770369,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
1780373,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
1790674,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1800362,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1810662,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
1820478,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1830693,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
1830990,17F0000F,true,Rx,1,8,00,0F,00,00,00,00,00,80,
1840466,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
1850669,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
1860376,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
1870766,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
1880510,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
1890612,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
1900362,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
1910593,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
1920366,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
1930597,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
1940361,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
1950583,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1960363,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1970606,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
1980366,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1990540,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2000369,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2010523,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2020377,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2030528,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
2040368,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
2050516,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
2060366,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
2070519,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
2080367,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
2090471,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
2100132,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
2110453,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
2120097,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
2130459,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
2140088,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
2150446,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2160074,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2170449,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2180077,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2190398,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
2200065,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
2210389,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
2220031,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
2230390,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
2240019,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
2250376,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
2260001,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
2270379,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
2280006,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
2290328,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
2299996,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
2310317,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2319971,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2330343,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2330615,17F0000F,true,Rx,1,8,00,0F,00,00,00,00,00,80,
2339884,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2350331,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
2359953,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
2370311,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
2380337,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
2390659,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
2400329,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
2410649,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
2420289,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
2430650,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
2440276,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
2450636,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
2460266,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
2470642,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2480670,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2490989,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2500660,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2510976,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
2520623,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
2530983,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
2540606,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
2550966,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
2560594,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
2571029,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
2580997,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
2591370,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
2600990,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
2611370,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
2620959,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
2631379,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2640951,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2651369,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2660943,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2671370,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
2680951,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
2691373,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
2700934,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
2711374,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
2720883,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
2731370,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
2740867,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
2751370,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
2760853,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
