Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2114216,0000009F,false,Rx,0,8,C4,32,0F,80,03,24,00,40,
2114314,0000032A,false,Rx,0,8,79,0E,00,00,44,04,00,00,
2119617,00000520,false,Rx,0,8,9F,01,00,08,00,0A,00,00,
2119643,1B000010,true,Rx,0,8,10,00,04,05,09,00,00,00,
2119657,00000108,false,Rx,0,8,EC,13,D2,26,55,FE,00,00,
2119671,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2119688,000000A7,false,Rx,0,8,FD,11,20,80,FD,01,A8,3E,
2119700,000000A8,false,Rx,0,8,76,A1,FE,17,81,64,5C,0E,
2119714,00000101,false,Rx,0,8,D5,09,84,FB,A1,05,40,00,
2120229,00000106,false,Rx,0,8,D6,89,C5,04,08,00,F7,30,
2129511,000000A7,false,Rx,0,8,89,12,20,80,FD,01,A8,3E,
2129538,000000A8,false,Rx,0,8,DD,A2,FE,17,81,64,60,0E,
2129672,000000FD,false,Rx,0,8,6A,D9,1F,80,00,00,00,00,
2129685,00000104,false,Rx,0,8,3A,39,A6,00,E6,00,00,31,
2129698,00000116,false,Rx,0,8,5C,09,01,04,00,00,00,FF,
2129711,0000011B,false,Rx,0,8,00,20,00,00,00,00,00,00,
2129725,00000392,false,Rx,0,8,DB,2E,00,00,00,00,00,04,
2129738,00000120,false,Rx,0,8,56,09,00,00,01,04,FF,01,
