Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
10096240,0000011B,false,Rx,0,8,00,20,00,00,00,00,00,00,
10096265,00000120,false,Rx,0,8,CA,01,00,00,01,04,FF,01,
10098946,00000121,false,Rx,0,8,72,01,00,C0,37,57,7E,FE,
10098971,0000009F,false,Rx,0,8,4E,34,1D,80,03,13,00,40,
10098984,00000086,false,Rx,0,8,B5,04,2D,20,00,00,00,00,
10099127,00000391,false,Rx,0,8,12,65,25,57,00,28,00,22,
10099140,000003BE,false,Rx,0,8,5F,16,E6,01,88,80,00,80,
10099153,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10099166,000000FD,false,Rx,0,8,01,D1,1F,80,00,00,00,00,
10099180,00000104,false,Rx,0,8,77,31,A6,00,E6,00,02,31,
10106795,00000118,false,Rx,1,4,00,0F,0F,12,00,00,00,00,
10106816,17F0000F,true,Rx,1,8,00,0F,00,00,00,00,00,80,
10110742,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10110768,00000101,false,Rx,0,8,46,02,7E,F2,A1,08,40,00,
10110782,00000106,false,Rx,0,8,27,82,65,00,08,00,EF,10,
10110795,00000108,false,Rx,0,8,4C,14,CF,25,54,FE,00,00,
10110808,0000011E,false,Rx,0,8,1C,02,00,00,00,00,00,00,
10110834,0000030D,false,Rx,0,4,04,00,00,00,00,00,00,00,
10110847,00000395,false,Rx,0,8,18,0D,24,06,B4,3E,4B,1C,
10110860,00000380,false,Rx,0,8,97,02,40,00,00,00,00,FF,
10120836,000003C8,false,Rx,0,8,00,00,54,24,05,12,80,4D,
10120863,000003DB,false,Rx,0,8,50,00,01,00,04,20,01,6E,
10120878,000000AD,false,Rx,0,8,9E,E0,BF,FF,8F,20,00,10,
10120891,00000668,false,Rx,0,8,82,00,00,29,00,03,31,01,
10120905,0000012E,false,Rx,0,8,82,EE,7F,00,FE,00,C0,FF,
10120918,000000A7,false,Rx,0,8,BF,85,60,82,FD,25,A8,3E,
10120931,000000A8,false,Rx,0,8,FA,A5,1E,D8,82,64,6C,0D,
10120944,00000365,false,Rx,0,8,C1,C6,17,40,90,02,AC,7A,
10131495,0000030B,false,Rx,0,8,10,05,02,00,08,00,00,00,
10131520,00000040,false,Rx,0,8,22,06,00,00,C1,00,00,00,
10131534,00000117,false,Rx,0,8,BD,0E,00,40,68,00,00,FF,
10131547,000000A7,false,Rx,0,8,2C,86,60,82,FD,25,A8,3E,
10131560,00000108,false,Rx,0,8,28,15,CF,25,54,FE,00,00,
10131573,000000A8,false,Rx,0,8,62,A6,1E,D8,82,64,70,0D,
10131586,00000396,false,Rx,0,8,B0,02,00,11,00,00,00,00,
10131599,00000120,false,Rx,0,8,E0,03,00,00,01,04,FF,01,
10136932,000003E5,false,Rx,0,8,5A,18,00,00,00,00,00,00,
10136949,0000012E,false,Rx,0,8,85,EF,7F,00,FE,00,C0,FF,
10136962,000000A7,false,Rx,0,8,A5,87,60,82,FD,25,A8,3E,
10136975,000000A8,false,Rx,0,8,DF,A7,1E,D8,82,64,6C,0D,
10136989,1B000012,true,Rx,0,8,12,00,04,01,11,00,00,00,
10138496,0000011D,false,Rx,0,8,06,05,00,C8,00,00,00,00,
10138513,00000086,false,Rx,0,8,3F,09,2D,20,00,00,00,00,
10138526,0000009F,false,Rx,0,8,71,39,1D,80,03,12,00,40,
10147154,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10147185,00000101,false,Rx,0,8,88,04,7E,F1,A1,0A,40,00,
10149409,00000106,false,Rx,0,8,50,84,65,00,08,00,EF,10,
10149426,0000011E,false,Rx,0,8,6B,04,00,00,00,00,00,00,
10149439,000002B7,false,Rx,0,8,92,06,00,00,00,00,00,00,
10149452,00000117,false,Rx,0,8,D9,0F,00,40,68,00,00,FF,
10149465,000000A7,false,Rx,0,8,4A,98,60,82,FD,25,A8,3E,
10149479,000000A8,false,Rx,0,8,C5,A8,1E,D8,82,64,68,0D,
10149492,00000120,false,Rx,0,8,B6,04,00,00,01,04,FF,01,
10149505,00000121,false,Rx,0,8,B2,04,00,C0,37,57,7E,FE,
10160836,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10160860,000000FD,false,Rx,0,8,2D,D4,1F,80,00,00,00,00,
10160874,00000104,false,Rx,0,8,AC,34,A6,00,E6,00,02,31,
10160888,00000108,false,Rx,0,8,84,16,CF,25,54,FE,00,00,
10160901,00000116,false,Rx,0,8,84,04,08,26,78,9F,7C,FF,
10160913,0000030D,false,Rx,0,4,04,00,00,00,00,00,00,00,
10160926,0000012E,false,Rx,0,8,AC,E0,7F,00,FE,00,C0,FF,
10160940,000000A7,false,Rx,0,8,B1,99,A0,82,FD,25,A8,3E,
10169611,000000AD,false,Rx,0,8,A2,E5,BF,FF,8F,20,00,10,
10169767,00000117,false,Rx,0,8,9B,00,00,40,68,00,00,FF,
10169784,000000A7,false,Rx,0,8,B7,9A,A0,82,FD,25,A8,3E,
10169797,000000A8,false,Rx,0,8,D0,AA,1E,D8,82,64,6C,0D,
10169810,00000365,false,Rx,0,8,C1,C6,17,40,8F,02,AC,7A,
